User	X	Y	MouseTimeStamp	MouseDownTimeStamp	MouseUpTimeStamp	SessionID
user8	429	220	1272471864568	0	0	53b94ffd788920d4c3b46d0db28e
user8	428	221	1272471864568	0	0	53b94ffd788920d4c3b46d0db28e
user8	380	211	1272471864569	0	0	53b94ffd788920d4c3b46d0db28e
user8	385	210	1272471865115	0	0	53b94ffd788920d4c3b46d0db28e
user8	387	209	1272471865115	0	0	53b94ffd788920d4c3b46d0db28e
user8	389	208	1272471865146	0	0	53b94ffd788920d4c3b46d0db28e
user8	390	208	1272471865146	0	0	53b94ffd788920d4c3b46d0db28e
user8	392	207	1272471865193	0	0	53b94ffd788920d4c3b46d0db28e
user8	394	206	1272471865193	0	0	53b94ffd788920d4c3b46d0db28e
user8	396	206	1272471865193	0	0	53b94ffd788920d4c3b46d0db28e
user8	398	205	1272471865193	0	0	53b94ffd788920d4c3b46d0db28e
user8	401	205	1272471865209	0	0	53b94ffd788920d4c3b46d0db28e
user8	404	204	1272471865212	0	0	53b94ffd788920d4c3b46d0db28e
user8	407	203	1272471865234	0	0	53b94ffd788920d4c3b46d0db28e
user8	409	203	1272471865234	0	0	53b94ffd788920d4c3b46d0db28e
user8	411	202	1272471865234	0	0	53b94ffd788920d4c3b46d0db28e
user8	413	202	1272471865271	0	0	53b94ffd788920d4c3b46d0db28e
user8	415	201	1272471865271	0	0	53b94ffd788920d4c3b46d0db28e
user8	418	200	1272471865271	0	0	53b94ffd788920d4c3b46d0db28e
user8	721	169	1272471865505	0	0	53b94ffd788920d4c3b46d0db28e
user8	725	166	1272471865505	0	0	53b94ffd788920d4c3b46d0db28e
user8	729	164	1272471865509	0	0	53b94ffd788920d4c3b46d0db28e
user8	731	163	1272471865537	0	0	53b94ffd788920d4c3b46d0db28e
user8	734	162	1272471865537	0	0	53b94ffd788920d4c3b46d0db28e
user8	736	161	1272471865552	0	0	53b94ffd788920d4c3b46d0db28e
user8	738	160	1272471865552	0	0	53b94ffd788920d4c3b46d0db28e
user8	742	160	1272471865557	0	0	53b94ffd788920d4c3b46d0db28e
user8	744	159	1272471865584	0	0	53b94ffd788920d4c3b46d0db28e
user8	747	158	1272471865595	0	0	53b94ffd788920d4c3b46d0db28e
user8	750	157	1272471865596	0	0	53b94ffd788920d4c3b46d0db28e
user8	755	156	1272471865615	0	0	53b94ffd788920d4c3b46d0db28e
user8	759	155	1272471865619	0	0	53b94ffd788920d4c3b46d0db28e
user8	765	154	1272471865623	0	0	53b94ffd788920d4c3b46d0db28e
user8	768	153	1272471865627	0	0	53b94ffd788920d4c3b46d0db28e
user8	774	152	1272471865636	0	0	53b94ffd788920d4c3b46d0db28e
user8	778	151	1272471865662	0	0	53b94ffd788920d4c3b46d0db28e
user8	783	151	1272471865662	0	0	53b94ffd788920d4c3b46d0db28e
user8	787	151	1272471865677	0	0	53b94ffd788920d4c3b46d0db28e
user8	792	150	1272471865679	0	0	53b94ffd788920d4c3b46d0db28e
user8	795	150	1272471865693	0	0	53b94ffd788920d4c3b46d0db28e
user8	797	149	1272471865709	0	0	53b94ffd788920d4c3b46d0db28e
user8	798	149	1272471865717	0	0	53b94ffd788920d4c3b46d0db28e
