User	KeyDownTimeStamp	KeyReleaseTimeStamp	SessionID
user20	1272048611841	1272048611969	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048611945	1272048612081	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048612041	1272048612129	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048612329	1272048612417	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048615377	1272048615457	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048615505	1272048615697	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048615673	1272048615777	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048616057	1272048616137	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048616353	1272048616433	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048616473	1272048616577	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048616665	1272048616753	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048621641	1272048621705	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048621809	1272048621873	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048621969	1272048622033	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048622137	1272048622193	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048622297	1272048622361	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048622473	1272048622553	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048622681	1272048622769	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048623218	1272048623377	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048623337	1272048623457	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048623489	1272048623569	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048623657	1272048623753	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048623833	1272048623913	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048624065	1272048624137	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048624241	1272048624321	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048624849	1272048625105	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048625033	1272048625273	c00e9fe8c50b2009efbf7a8c6caf
user20	1272048625217	1272048625457	c00e9fe8c50b2009efbf7a8c6caf
