User	KeyDownTimeStamp	KeyReleaseTimeStamp	SessionID
user10	1268857670063	1268857670125	dceb97e4976dc03df7d797adf7bf
user10	1268857670141	1268857670235	dceb97e4976dc03df7d797adf7bf
user10	1268857670203	1268857670297	dceb97e4976dc03df7d797adf7bf
user10	1268857670313	1268857670500	dceb97e4976dc03df7d797adf7bf
user10	1268857670422	1268857670531	dceb97e4976dc03df7d797adf7bf
user10	1268857670859	1268857671217	dceb97e4976dc03df7d797adf7bf
user10	1268857671124	1268857671327	dceb97e4976dc03df7d797adf7bf
user10	1268857671529	1268857671670	dceb97e4976dc03df7d797adf7bf
user10	1268857671623	1268857671748	dceb97e4976dc03df7d797adf7bf
user10	1268857671779	1268857671873	dceb97e4976dc03df7d797adf7bf
user10	1268857671904	1268857672013	dceb97e4976dc03df7d797adf7bf
user10	1268857672247	1268857672309	dceb97e4976dc03df7d797adf7bf
user10	1268857672325	1268857672465	dceb97e4976dc03df7d797adf7bf
user10	1268857672450	1268857672637	dceb97e4976dc03df7d797adf7bf
user10	1268857672731	1268857672887	dceb97e4976dc03df7d797adf7bf
user10	1268857673901	1268857674041	dceb97e4976dc03df7d797adf7bf
user10	1268857674119	1268857674244	dceb97e4976dc03df7d797adf7bf
user10	1268857674353	1268857674525	dceb97e4976dc03df7d797adf7bf
user10	1268857676022	1268857676131	dceb97e4976dc03df7d797adf7bf
