User	KeyDownTimeStamp	KeyReleaseTimeStamp	SessionID
user5	1271968228618	1271968228743	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968228837	1271968228962	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968228977	1271968229133	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968229212	1271968229321	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968229883	1271968229977	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968230774	1271968230899	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968231087	1271968231180	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968231305	1271968231399	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968231555	1271968231680	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968232071	1271968232212	736ca7c8e9baf0ba14cb6d840fc2
user5	1271968232274	1271968232368	736ca7c8e9baf0ba14cb6d840fc2
