User	X	Y	MouseTimeStamp	MouseDownTimeStamp	MouseUpTimeStamp	SessionID
user9	4	415	1273285801921	0	0	5bf2c9236e6cb0aaa22845380836
user9	4	415	1273285801937	0	0	5bf2c9236e6cb0aaa22845380836
user9	205	238	1273285802000	0	0	5bf2c9236e6cb0aaa22845380836
user9	250	222	1273285802000	0	0	5bf2c9236e6cb0aaa22845380836
user9	304	212	1273285802015	0	0	5bf2c9236e6cb0aaa22845380836
user9	354	212	1273285802031	0	0	5bf2c9236e6cb0aaa22845380836
user9	402	226	1273285802031	0	0	5bf2c9236e6cb0aaa22845380836
user9	402	225	1273285802281	0	0	5bf2c9236e6cb0aaa22845380836
user9	406	221	1273285802296	0	0	5bf2c9236e6cb0aaa22845380836
user9	415	210	1273285802296	0	0	5bf2c9236e6cb0aaa22845380836
user9	438	190	1273285802312	0	0	5bf2c9236e6cb0aaa22845380836
user9	468	170	1273285802328	0	0	5bf2c9236e6cb0aaa22845380836
user9	502	153	1273285802343	0	0	5bf2c9236e6cb0aaa22845380836
user9	539	139	1273285802359	0	0	5bf2c9236e6cb0aaa22845380836
user9	578	130	1273285802359	0	0	5bf2c9236e6cb0aaa22845380836
user9	615	130	1273285802375	0	0	5bf2c9236e6cb0aaa22845380836
user9	651	137	1273285802390	0	0	5bf2c9236e6cb0aaa22845380836
user9	688	149	1273285802406	0	0	5bf2c9236e6cb0aaa22845380836
user9	714	163	1273285802406	0	0	5bf2c9236e6cb0aaa22845380836
user9	732	178	1273285802421	0	0	5bf2c9236e6cb0aaa22845380836
user9	733	178	1273285802625	0	0	5bf2c9236e6cb0aaa22845380836
user9	734	177	1273285802640	0	0	5bf2c9236e6cb0aaa22845380836
user9	738	175	1273285802640	0	0	5bf2c9236e6cb0aaa22845380836
user9	742	174	1273285802656	0	0	5bf2c9236e6cb0aaa22845380836
user9	747	174	1273285802671	0	0	5bf2c9236e6cb0aaa22845380836
user9	752	174	1273285802687	0	0	5bf2c9236e6cb0aaa22845380836
user9	758	174	1273285802687	0	0	5bf2c9236e6cb0aaa22845380836
user9	763	178	1273285802703	0	0	5bf2c9236e6cb0aaa22845380836
user9	768	178	1273285802718	0	0	5bf2c9236e6cb0aaa22845380836
user9	770	180	1273285802734	0	0	5bf2c9236e6cb0aaa22845380836
user9	772	181	1273285802750	0	0	5bf2c9236e6cb0aaa22845380836
user9	773	181	1273285802921	0	0	5bf2c9236e6cb0aaa22845380836
user9	773	180	1273285803125	0	0	5bf2c9236e6cb0aaa22845380836
user9	773	180	1273285803156	1273285803000	1273285803156	5bf2c9236e6cb0aaa22845380836
user9	773	179	1273285803296	0	0	5bf2c9236e6cb0aaa22845380836
user9	773	178	1273285803453	0	0	5bf2c9236e6cb0aaa22845380836
user9	773	178	1273285803625	0	0	5bf2c9236e6cb0aaa22845380836
user9	773	178	1273285804859	0	0	5bf2c9236e6cb0aaa22845380836
user9	773	179	1273285809078	0	0	5bf2c9236e6cb0aaa22845380836
user9	774	190	1273285809093	0	0	5bf2c9236e6cb0aaa22845380836
user9	784	218	1273285809109	0	0	5bf2c9236e6cb0aaa22845380836
user9	798	248	1273285809125	0	0	5bf2c9236e6cb0aaa22845380836
user9	817	278	1273285809140	0	0	5bf2c9236e6cb0aaa22845380836
user9	836	306	1273285809156	0	0	5bf2c9236e6cb0aaa22845380836
user9	857	334	1273285809156	0	0	5bf2c9236e6cb0aaa22845380836
user9	881	367	1273285809171	0	0	5bf2c9236e6cb0aaa22845380836
user9	901	402	1273285809187	0	0	5bf2c9236e6cb0aaa22845380836
user9	922	436	1273285809187	0	0	5bf2c9236e6cb0aaa22845380836
user9	941	470	1273285809203	0	0	5bf2c9236e6cb0aaa22845380836
user9	957	496	1273285809218	0	0	5bf2c9236e6cb0aaa22845380836
user9	967	511	1273285809234	0	0	5bf2c9236e6cb0aaa22845380836
user9	972	519	1273285809234	0	0	5bf2c9236e6cb0aaa22845380836
user9	974	524	1273285809250	0	0	5bf2c9236e6cb0aaa22845380836
user9	977	527	1273285809468	0	0	5bf2c9236e6cb0aaa22845380836
user9	980	534	1273285809468	0	0	5bf2c9236e6cb0aaa22845380836
user9	986	546	1273285809484	0	0	5bf2c9236e6cb0aaa22845380836
user9	995	563	1273285809500	0	0	5bf2c9236e6cb0aaa22845380836
user9	957	552	1273285818250	0	0	5bf2c9236e6cb0aaa22845380836
user9	939	516	1273285818265	0	0	5bf2c9236e6cb0aaa22845380836
user9	906	421	1273285818265	0	0	5bf2c9236e6cb0aaa22845380836
user9	902	410	1273285818281	0	0	5bf2c9236e6cb0aaa22845380836
user9	899	397	1273285818296	0	0	5bf2c9236e6cb0aaa22845380836
user9	894	378	1273285818312	0	0	5bf2c9236e6cb0aaa22845380836
user9	892	366	1273285818328	0	0	5bf2c9236e6cb0aaa22845380836
user9	891	362	1273285818328	0	0	5bf2c9236e6cb0aaa22845380836
user9	890	359	1273285818343	0	0	5bf2c9236e6cb0aaa22845380836
user9	890	358	1273285818359	0	0	5bf2c9236e6cb0aaa22845380836
user9	890	360	1273285818375	0	0	5bf2c9236e6cb0aaa22845380836
user9	888	358	1273285818593	0	0	5bf2c9236e6cb0aaa22845380836
user9	886	355	1273285818609	0	0	5bf2c9236e6cb0aaa22845380836
user9	882	351	1273285818609	0	0	5bf2c9236e6cb0aaa22845380836
user9	878	345	1273285818625	0	0	5bf2c9236e6cb0aaa22845380836
user9	874	336	1273285818640	0	0	5bf2c9236e6cb0aaa22845380836
user9	869	327	1273285818656	0	0	5bf2c9236e6cb0aaa22845380836
user9	865	318	1273285818656	0	0	5bf2c9236e6cb0aaa22845380836
user9	862	310	1273285818671	0	0	5bf2c9236e6cb0aaa22845380836
user9	858	306	1273285818687	0	0	5bf2c9236e6cb0aaa22845380836
user9	856	302	1273285818703	0	0	5bf2c9236e6cb0aaa22845380836
user9	854	301	1273285818718	0	0	5bf2c9236e6cb0aaa22845380836
user9	854	300	1273285818718	0	0	5bf2c9236e6cb0aaa22845380836
user9	852	299	1273285818734	0	0	5bf2c9236e6cb0aaa22845380836
user9	851	298	1273285818843	0	0	5bf2c9236e6cb0aaa22845380836
user9	850	297	1273285818859	0	0	5bf2c9236e6cb0aaa22845380836
user9	849	295	1273285818875	0	0	5bf2c9236e6cb0aaa22845380836
user9	848	295	1273285818890	0	0	5bf2c9236e6cb0aaa22845380836
user9	847	294	1273285818890	0	0	5bf2c9236e6cb0aaa22845380836
user9	846	294	1273285818906	0	0	5bf2c9236e6cb0aaa22845380836
user9	846	293	1273285818921	0	0	5bf2c9236e6cb0aaa22845380836
user9	845	293	1273285818937	0	0	5bf2c9236e6cb0aaa22845380836
user9	844	293	1273285818953	0	0	5bf2c9236e6cb0aaa22845380836
user9	843	293	1273285818984	0	0	5bf2c9236e6cb0aaa22845380836
user9	842	293	1273285819000	0	0	5bf2c9236e6cb0aaa22845380836
user9	838	290	1273285819265	0	0	5bf2c9236e6cb0aaa22845380836
user9	834	287	1273285819281	0	0	5bf2c9236e6cb0aaa22845380836
user9	830	285	1273285819296	0	0	5bf2c9236e6cb0aaa22845380836
user9	827	283	1273285819312	0	0	5bf2c9236e6cb0aaa22845380836
