User	X	Y	MouseTimeStamp	MouseDownTimeStamp	MouseUpTimeStamp	SessionID
user10	160	336	1271890761577	0	0	298a76318ed25d3d395fee7497ae
user10	160	336	1271890761640	0	0	298a76318ed25d3d395fee7497ae
user10	160	336	1271890762094	0	0	298a76318ed25d3d395fee7497ae
user10	158	335	1271890772066	0	0	298a76318ed25d3d395fee7497ae
user10	157	334	1271890772074	0	0	298a76318ed25d3d395fee7497ae
user10	156	334	1271890772082	0	0	298a76318ed25d3d395fee7497ae
user10	157	334	1271890772249	0	0	298a76318ed25d3d395fee7497ae
user10	165	332	1271890772258	0	0	298a76318ed25d3d395fee7497ae
user10	188	330	1271890772267	0	0	298a76318ed25d3d395fee7497ae
user10	220	323	1271890772275	0	0	298a76318ed25d3d395fee7497ae
user10	265	315	1271890772282	0	0	298a76318ed25d3d395fee7497ae
user10	310	306	1271890772290	0	0	298a76318ed25d3d395fee7497ae
user10	346	295	1271890772298	0	0	298a76318ed25d3d395fee7497ae
user10	380	288	1271890772306	0	0	298a76318ed25d3d395fee7497ae
user10	409	284	1271890772314	0	0	298a76318ed25d3d395fee7497ae
user10	434	282	1271890772322	0	0	298a76318ed25d3d395fee7497ae
user10	453	282	1271890772330	0	0	298a76318ed25d3d395fee7497ae
user10	471	281	1271890772338	0	0	298a76318ed25d3d395fee7497ae
user10	487	281	1271890772346	0	0	298a76318ed25d3d395fee7497ae
user10	502	282	1271890772354	0	0	298a76318ed25d3d395fee7497ae
user10	517	284	1271890772364	0	0	298a76318ed25d3d395fee7497ae
user10	534	291	1271890772371	0	0	298a76318ed25d3d395fee7497ae
user10	549	297	1271890772378	0	0	298a76318ed25d3d395fee7497ae
user10	561	302	1271890772386	0	0	298a76318ed25d3d395fee7497ae
user10	572	310	1271890772394	0	0	298a76318ed25d3d395fee7497ae
user10	581	319	1271890772402	0	0	298a76318ed25d3d395fee7497ae
user10	591	326	1271890772410	0	0	298a76318ed25d3d395fee7497ae
user10	596	331	1271890772418	0	0	298a76318ed25d3d395fee7497ae
user10	601	335	1271890772426	0	0	298a76318ed25d3d395fee7497ae
user10	601	336	1271890772434	0	0	298a76318ed25d3d395fee7497ae
user10	601	337	1271890772442	0	0	298a76318ed25d3d395fee7497ae
user10	601	338	1271890772450	0	0	298a76318ed25d3d395fee7497ae
user10	603	340	1271890772467	0	0	298a76318ed25d3d395fee7497ae
user10	605	343	1271890772474	0	0	298a76318ed25d3d395fee7497ae
user10	610	344	1271890772482	0	0	298a76318ed25d3d395fee7497ae
user10	615	345	1271890772490	0	0	298a76318ed25d3d395fee7497ae
user10	622	345	1271890772498	0	0	298a76318ed25d3d395fee7497ae
user10	630	343	1271890772506	0	0	298a76318ed25d3d395fee7497ae
user10	637	341	1271890772514	0	0	298a76318ed25d3d395fee7497ae
user10	646	337	1271890772522	0	0	298a76318ed25d3d395fee7497ae
user10	654	333	1271890772530	0	0	298a76318ed25d3d395fee7497ae
user10	665	331	1271890772537	0	0	298a76318ed25d3d395fee7497ae
user10	677	330	1271890772546	0	0	298a76318ed25d3d395fee7497ae
user10	699	330	1271890772554	0	0	298a76318ed25d3d395fee7497ae
user10	732	331	1271890772562	0	0	298a76318ed25d3d395fee7497ae
user10	769	338	1271890772570	0	0	298a76318ed25d3d395fee7497ae
user10	807	345	1271890772577	0	0	298a76318ed25d3d395fee7497ae
user10	849	351	1271890772586	0	0	298a76318ed25d3d395fee7497ae
user10	893	356	1271890772594	0	0	298a76318ed25d3d395fee7497ae
user10	931	356	1271890772603	0	0	298a76318ed25d3d395fee7497ae
user10	964	356	1271890772610	0	0	298a76318ed25d3d395fee7497ae
user10	997	354	1271890772618	0	0	298a76318ed25d3d395fee7497ae
user10	1027	344	1271890772626	0	0	298a76318ed25d3d395fee7497ae
user10	1052	334	1271890772633	0	0	298a76318ed25d3d395fee7497ae
user10	1071	324	1271890772642	0	0	298a76318ed25d3d395fee7497ae
user10	1084	316	1271890772650	0	0	298a76318ed25d3d395fee7497ae
user10	1090	310	1271890772658	0	0	298a76318ed25d3d395fee7497ae
user10	1092	303	1271890772666	0	0	298a76318ed25d3d395fee7497ae
user10	1092	295	1271890772674	0	0	298a76318ed25d3d395fee7497ae
user10	1092	287	1271890772682	0	0	298a76318ed25d3d395fee7497ae
user10	1088	277	1271890772690	0	0	298a76318ed25d3d395fee7497ae
user10	1084	267	1271890772698	0	0	298a76318ed25d3d395fee7497ae
user10	1077	257	1271890772706	0	0	298a76318ed25d3d395fee7497ae
user10	1068	247	1271890772715	0	0	298a76318ed25d3d395fee7497ae
user10	1060	239	1271890772722	0	0	298a76318ed25d3d395fee7497ae
user10	1052	233	1271890772731	0	0	298a76318ed25d3d395fee7497ae
user10	1045	228	1271890772738	0	0	298a76318ed25d3d395fee7497ae
user10	1039	227	1271890772746	0	0	298a76318ed25d3d395fee7497ae
user10	1035	226	1271890772754	0	0	298a76318ed25d3d395fee7497ae
